<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.31	07:11:00	0.90972	0.90979	0.90970	0.90970	15	0	15
2025.01.31	07:12:00	0.90970	0.90976	0.90969	0.90976	10	0	18
2025.01.31	07:13:00	0.90976	0.90978	0.90969	0.90969	11	0	18
2025.01.31	07:14:00	0.90969	0.90970	0.90967	0.90969	8	0	17
2025.01.31	07:15:00	0.90969	0.90972	0.90969	0.90971	5	0	14
2025.01.31	07:16:00	0.90971	0.90983	0.90971	0.90982	16	0	14
2025.01.31	07:17:00	0.90982	0.90985	0.90982	0.90985	12	0	14
2025.01.31	07:18:00	0.90985	0.90996	0.90984	0.90990	20	0	14
2025.01.31	07:19:00	0.90990	0.90991	0.90981	0.90982	20	0	16
2025.01.31	07:20:00	0.90982	0.90983	0.90976	0.90978	12	0	18
2025.01.31	07:21:00	0.90978	0.90987	0.90978	0.90985	17	0	18
2025.01.31	07:22:00	0.90986	0.91001	0.90986	0.91000	21	0	18
2025.01.31	07:23:00	0.90999	0.91003	0.90996	0.91002	15	0	18
2025.01.31	07:24:00	0.91002	0.91010	0.91002	0.91008	23	0	18
2025.01.31	07:25:00	0.91008	0.91009	0.91000	0.91000	14	0	18
2025.01.31	07:26:00	0.91000	0.91004	0.91000	0.91003	8	0	18
2025.01.31	07:27:00	0.91003	0.91004	0.91000	0.91004	4	0	18
2025.01.31	07:28:00	0.91004	0.91005	0.90997	0.90997	17	0	16
2025.01.31	07:29:00	0.90997	0.90998	0.90993	0.90997	11	0	18
2025.01.31	07:30:00	0.90998	0.91012	0.90998	0.91008	28	0	18
2025.01.31	07:31:00	0.91008	0.91022	0.91008	0.91018	23	0	18
2025.01.31	07:32:00	0.91019	0.91022	0.91017	0.91017	19	0	18
2025.01.31	07:33:00	0.91017	0.91019	0.91011	0.91016	16	0	18
2025.01.31	07:34:00	0.91016	0.91026	0.91013	0.91026	18	0	18
2025.01.31	07:35:00	0.91026	0.91030	0.91022	0.91025	29	0	18
2025.01.31	07:36:00	0.91025	0.91025	0.91019	0.91020	18	0	18
2025.01.31	07:37:00	0.91020	0.91024	0.91012	0.91015	19	0	18
2025.01.31	07:38:00	0.91015	0.91020	0.91012	0.91020	18	0	18
2025.01.31	07:39:00	0.91020	0.91029	0.91020	0.91027	14	0	18
2025.01.31	07:40:00	0.91027	0.91027	0.91011	0.91022	34	0	18
2025.01.31	07:41:00	0.91020	0.91033	0.91020	0.91028	30	0	18
2025.01.31	07:42:00	0.91028	0.91037	0.91028	0.91035	22	0	18
2025.01.31	07:43:00	0.91035	0.91036	0.91026	0.91029	30	0	18
2025.01.31	07:44:00	0.91028	0.91032	0.91027	0.91029	14	0	18
2025.01.31	07:45:00	0.91029	0.91031	0.91021	0.91028	25	0	18
2025.01.31	07:46:00	0.91028	0.91030	0.91024	0.91029	16	0	18
2025.01.31	07:47:00	0.91029	0.91029	0.91024	0.91029	20	0	17
2025.01.31	07:48:00	0.91029	0.91031	0.91023	0.91025	13	0	17
2025.01.31	07:49:00	0.91025	0.91029	0.91023	0.91024	23	0	17
2025.01.31	07:50:00	0.91024	0.91025	0.91019	0.91020	11	0	17
2025.01.31	07:51:00	0.91021	0.91026	0.91019	0.91021	21	0	17
2025.01.31	07:52:00	0.91021	0.91026	0.91013	0.91016	25	0	17
2025.01.31	07:53:00	0.91016	0.91021	0.91008	0.91021	24	0	18
2025.01.31	07:54:00	0.91021	0.91021	0.91011	0.91011	16	0	18
2025.01.31	07:55:00	0.91011	0.91017	0.91011	0.91014	23	0	17
2025.01.31	07:56:00	0.91014	0.91015	0.91006	0.91015	21	0	17
2025.01.31	07:57:00	0.91015	0.91019	0.91008	0.91011	19	0	17
2025.01.31	07:58:00	0.91011	0.91011	0.91005	0.91010	21	0	17
2025.01.31	07:59:00	0.91010	0.91010	0.91004	0.91004	18	0	16
2025.01.31	08:00:00	0.91004	0.91021	0.91003	0.91016	40	0	16
2025.01.31	08:01:00	0.91016	0.91020	0.91015	0.91020	14	0	18
2025.01.31	08:02:00	0.91020	0.91023	0.91019	0.91020	13	0	17
2025.01.31	08:03:00	0.91020	0.91027	0.91020	0.91027	17	0	16
2025.01.31	08:04:00	0.91024	0.91029	0.91023	0.91026	10	0	15
2025.01.31	08:05:00	0.91025	0.91028	0.91021	0.91022	11	0	14
2025.01.31	08:06:00	0.91022	0.91025	0.91018	0.91020	12	0	14
2025.01.31	08:07:00	0.91020	0.91028	0.91020	0.91028	6	0	14
2025.01.31	08:08:00	0.91028	0.91028	0.91026	0.91026	6	0	14
2025.01.31	08:09:00	0.91026	0.91033	0.91022	0.91033	13	0	14
2025.01.31	08:10:00	0.91033	0.91038	0.91031	0.91037	27	0	14
2025.01.31	08:11:00	0.91037	0.91041	0.91037	0.91041	10	0	14
2025.01.31	08:12:00	0.91041	0.91049	0.91040	0.91049	9	0	14
2025.01.31	08:13:00	0.91049	0.91053	0.91041	0.91043	24	0	14
2025.01.31	08:14:00	0.91043	0.91043	0.91035	0.91037	17	0	16
2025.01.31	08:15:00	0.91037	0.91039	0.91036	0.91037	25	0	16
2025.01.31	08:16:00	0.91037	0.91040	0.91033	0.91038	18	0	15
2025.01.31	08:17:00	0.91038	0.91050	0.91038	0.91049	13	0	15
2025.01.31	08:18:00	0.91049	0.91052	0.91046	0.91048	18	0	15
2025.01.31	08:19:00	0.91048	0.91049	0.91042	0.91046	21	0	15
2025.01.31	08:20:00	0.91046	0.91047	0.91036	0.91039	14	0	15
2025.01.31	08:21:00	0.91039	0.91044	0.91034	0.91044	21	0	16
2025.01.31	08:22:00	0.91044	0.91044	0.91041	0.91043	11	0	16
2025.01.31	08:23:00	0.91043	0.91043	0.91038	0.91042	20	0	15
2025.01.31	08:24:00	0.91042	0.91042	0.91031	0.91038	22	0	15
2025.01.31	08:25:00	0.91038	0.91042	0.91032	0.91032	28	0	17
2025.01.31	08:26:00	0.91032	0.91047	0.91032	0.91047	18	0	16
2025.01.31	08:27:00	0.91047	0.91047	0.91035	0.91035	21	0	17
2025.01.31	08:28:00	0.91037	0.91037	0.91028	0.91029	14	0	17
2025.01.31	08:29:00	0.91029	0.91029	0.91027	0.91028	15	0	17
2025.01.31	08:30:00	0.91028	0.91032	0.91023	0.91027	30	0	17
2025.01.31	08:31:00	0.91027	0.91027	0.91022	0.91023	10	0	16
2025.01.31	08:32:00	0.91023	0.91026	0.91019	0.91026	18	0	15
2025.01.31	08:33:00	0.91026	0.91033	0.91026	0.91031	18	0	15
2025.01.31	08:34:00	0.91031	0.91035	0.91030	0.91032	29	0	14
2025.01.31	08:35:00	0.91031	0.91036	0.91028	0.91036	15	0	14
2025.01.31	08:36:00	0.91036	0.91036	0.91028	0.91030	13	0	17
2025.01.31	08:37:00	0.91030	0.91033	0.91026	0.91026	18	0	15
2025.01.31	08:38:00	0.91028	0.91029	0.91019	0.91020	16	0	16
2025.01.31	08:39:00	0.91020	0.91022	0.91015	0.91022	22	0	16
2025.01.31	08:40:00	0.91023	0.91028	0.91020	0.91024	20	0	18
2025.01.31	08:41:00	0.91024	0.91025	0.91022	0.91023	12	0	18
2025.01.31	08:42:00	0.91023	0.91028	0.91022	0.91027	8	0	15
2025.01.31	08:43:00	0.91028	0.91029	0.91025	0.91029	12	0	14
2025.01.31	08:44:00	0.91029	0.91035	0.91024	0.91024	17	0	14
2025.01.31	08:45:00	0.91024	0.91032	0.91021	0.91031	15	0	17
2025.01.31	08:46:00	0.91031	0.91033	0.91026	0.91028	12	0	14
2025.01.31	08:47:00	0.91028	0.91032	0.91025	0.91032	16	0	14
2025.01.31	08:48:00	0.91032	0.91035	0.91025	0.91026	19	0	14
2025.01.31	08:49:00	0.91026	0.91027	0.91022	0.91022	9	0	14
2025.01.31	08:50:00	0.91022	0.91031	0.91022	0.91030	18	0	14
2025.01.31	08:51:00	0.91030	0.91035	0.91030	0.91035	14	0	15
2025.01.31	08:52:00	0.91035	0.91039	0.91035	0.91038	10	0	14
2025.01.31	08:53:00	0.91037	0.91040	0.91037	0.91037	14	0	14
2025.01.31	08:54:00	0.91037	0.91042	0.91037	0.91039	6	0	14
2025.01.31	08:55:00	0.91039	0.91047	0.91028	0.91028	18	0	14
2025.01.31	08:56:00	0.91028	0.91035	0.91028	0.91035	11	0	18
2025.01.31	08:57:00	0.91035	0.91036	0.91032	0.91036	5	0	18
2025.01.31	08:58:00	0.91036	0.91040	0.91035	0.91037	9	0	15
2025.01.31	08:59:00	0.91039	0.91039	0.91029	0.91032	15	0	15
2025.01.31	09:00:00	0.91037	0.91049	0.91036	0.91039	28	0	15
2025.01.31	09:01:00	0.91040	0.91040	0.91026	0.91026	22	0	15
2025.01.31	09:02:00	0.91026	0.91027	0.91018	0.91020	25	0	15
2025.01.31	09:03:00	0.91020	0.91029	0.91018	0.91023	17	0	15
2025.01.31	09:04:00	0.91023	0.91023	0.91013	0.91016	26	0	15
2025.01.31	09:05:00	0.91011	0.91011	0.90994	0.90998	27	0	16
2025.01.31	09:06:00	0.90998	0.91008	0.90993	0.91001	19	0	16
2025.01.31	09:07:00	0.91001	0.91009	0.90993	0.91009	32	0	16
2025.01.31	09:08:00	0.91009	0.91012	0.91003	0.91012	29	0	15
2025.01.31	09:09:00	0.91012	0.91020	0.91010	0.91020	28	0	14
2025.01.31	09:10:00	0.91020	0.91031	0.91020	0.91021	32	0	14
2025.01.31	09:11:00	0.91021	0.91021	0.91002	0.91003	35	0	15
2025.01.31	09:12:00	0.91003	0.91012	0.90999	0.91004	34	0	16
2025.01.31	09:13:00	0.91004	0.91013	0.91003	0.91012	19	0	14
2025.01.31	09:14:00	0.91012	0.91012	0.91005	0.91007	22	0	15
2025.01.31	09:15:00	0.91007	0.91008	0.90995	0.90996	21	0	14
2025.01.31	09:16:00	0.91001	0.91006	0.90989	0.90993	23	0	15
2025.01.31	09:17:00	0.90993	0.91005	0.90993	0.91004	25	0	15
2025.01.31	09:18:00	0.91003	0.91018	0.91003	0.91018	17	0	15
2025.01.31	09:19:00	0.91014	0.91017	0.91010	0.91014	23	0	15
2025.01.31	09:20:00	0.91014	0.91018	0.91005	0.91015	28	0	15
2025.01.31	09:21:00	0.91015	0.91016	0.90997	0.90997	31	0	15
2025.01.31	09:22:00	0.90997	0.90999	0.90972	0.90977	53	0	16
2025.01.31	09:23:00	0.90977	0.90989	0.90972	0.90982	29	0	17
2025.01.31	09:24:00	0.90982	0.90985	0.90968	0.90977	42	0	16
2025.01.31	09:25:00	0.90975	0.90986	0.90971	0.90976	40	0	16
2025.01.31	09:26:00	0.90977	0.90985	0.90972	0.90973	41	0	16
2025.01.31	09:27:00	0.90973	0.90976	0.90960	0.90961	23	0	15
2025.01.31	09:28:00	0.90961	0.90967	0.90961	0.90965	30	0	14
2025.01.31	09:29:00	0.90966	0.90967	0.90961	0.90966	22	0	14
2025.01.31	09:30:00	0.90962	0.90962	0.90940	0.90940	41	0	15
2025.01.31	09:31:00	0.90940	0.90949	0.90936	0.90937	36	0	15
2025.01.31	09:32:00	0.90937	0.90937	0.90920	0.90925	52	0	15
2025.01.31	09:33:00	0.90925	0.90929	0.90920	0.90921	34	0	15
2025.01.31	09:34:00	0.90921	0.90929	0.90917	0.90917	21	0	15
2025.01.31	09:35:00	0.90917	0.90922	0.90895	0.90899	44	0	14
2025.01.31	09:36:00	0.90899	0.90899	0.90883	0.90891	34	0	16
2025.01.31	09:37:00	0.90890	0.90897	0.90881	0.90897	38	0	16
2025.01.31	09:38:00	0.90896	0.90904	0.90890	0.90894	30	0	15
2025.01.31	09:39:00	0.90894	0.90901	0.90887	0.90894	42	0	16
2025.01.31	09:40:00	0.90898	0.90900	0.90886	0.90895	44	0	16
2025.01.31	09:41:00	0.90895	0.90895	0.90878	0.90879	22	0	14
2025.01.31	09:42:00	0.90879	0.90895	0.90879	0.90888	29	0	15
2025.01.31	09:43:00	0.90888	0.90893	0.90883	0.90889	28	0	14
2025.01.31	09:44:00	0.90891	0.90898	0.90881	0.90884	27	0	14
2025.01.31	09:45:00	0.90884	0.90892	0.90865	0.90882	71	0	15
2025.01.31	09:46:00	0.90882	0.90899	0.90879	0.90892	44	0	17
2025.01.31	09:47:00	0.90892	0.90909	0.90892	0.90908	33	0	15
2025.01.31	09:48:00	0.90908	0.90920	0.90904	0.90910	54	0	15
2025.01.31	09:49:00	0.90908	0.90921	0.90904	0.90917	49	0	15
2025.01.31	09:50:00	0.90914	0.90931	0.90913	0.90925	44	0	15
2025.01.31	09:51:00	0.90925	0.90946	0.90925	0.90946	42	0	15
2025.01.31	09:52:00	0.90946	0.90964	0.90945	0.90962	33	0	15
2025.01.31	09:53:00	0.90962	0.90972	0.90956	0.90966	44	0	15
2025.01.31	09:54:00	0.90966	0.90968	0.90953	0.90953	44	0	14
2025.01.31	09:55:00	0.90953	0.90955	0.90943	0.90951	39	0	14
2025.01.31	09:56:00	0.90953	0.90958	0.90945	0.90950	38	0	14
2025.01.31	09:57:00	0.90950	0.90960	0.90943	0.90944	47	0	15
2025.01.31	09:58:00	0.90944	0.90955	0.90944	0.90951	38	0	14
2025.01.31	09:59:00	0.90951	0.90956	0.90946	0.90947	29	0	14
2025.01.31	10:00:00	0.90948	0.90970	0.90939	0.90967	53	0	14
2025.01.31	10:01:00	0.90965	0.90966	0.90949	0.90952	58	0	15
2025.01.31	10:02:00	0.90952	0.90961	0.90946	0.90952	45	0	15
2025.01.31	10:03:00	0.90955	0.90977	0.90955	0.90975	38	0	16
2025.01.31	10:04:00	0.90975	0.91000	0.90975	0.90996	44	0	15
2025.01.31	10:05:00	0.90996	0.91002	0.90981	0.90997	35	0	14
2025.01.31	10:06:00	0.90997	0.91018	0.90997	0.91015	41	0	16
2025.01.31	10:07:00	0.91015	0.91023	0.91014	0.91018	46	0	14
2025.01.31	10:08:00	0.91018	0.91034	0.91014	0.91034	46	0	14
2025.01.31	10:09:00	0.91034	0.91038	0.91024	0.91024	40	0	14
2025.01.31	10:10:00	0.91024	0.91038	0.91014	0.91035	41	0	14
2025.01.31	10:11:00	0.91035	0.91041	0.91028	0.91038	38	0	14
2025.01.31	10:12:00	0.91038	0.91041	0.91024	0.91034	33	0	14
2025.01.31	10:13:00	0.91034	0.91035	0.91025	0.91026	36	0	14
2025.01.31	10:14:00	0.91026	0.91027	0.91007	0.91007	36	0	14
2025.01.31	10:15:00	0.91007	0.91007	0.90999	0.91007	30	0	14
2025.01.31	10:16:00	0.91007	0.91020	0.91001	0.91019	30	0	14
2025.01.31	10:17:00	0.91024	0.91027	0.91016	0.91027	47	0	14
2025.01.31	10:18:00	0.91026	0.91033	0.91026	0.91030	36	0	14
2025.01.31	10:19:00	0.91028	0.91033	0.91027	0.91031	24	0	14
2025.01.31	10:20:00	0.91031	0.91031	0.91013	0.91028	31	0	14
2025.01.31	10:21:00	0.91028	0.91038	0.91028	0.91035	32	0	14
2025.01.31	10:22:00	0.91035	0.91048	0.91030	0.91047	27	0	14
2025.01.31	10:23:00	0.91044	0.91044	0.91031	0.91031	27	0	14
2025.01.31	10:24:00	0.91031	0.91031	0.91010	0.91027	50	0	15
2025.01.31	10:25:00	0.91028	0.91033	0.91009	0.91014	31	0	14
2025.01.31	10:26:00	0.91014	0.91026	0.91014	0.91019	39	0	16
2025.01.31	10:27:00	0.91019	0.91020	0.91004	0.91010	48	0	15
2025.01.31	10:28:00	0.91009	0.91021	0.91001	0.91018	39	0	15
2025.01.31	10:29:00	0.91019	0.91031	0.91018	0.91028	40	0	14
2025.01.31	10:30:00	0.91028	0.91048	0.91028	0.91048	51	0	14
2025.01.31	10:31:00	0.91048	0.91048	0.91034	0.91042	36	0	14
2025.01.31	10:32:00	0.91042	0.91044	0.91035	0.91038	38	0	14
2025.01.31	10:33:00	0.91038	0.91048	0.91031	0.91044	44	0	14
2025.01.31	10:34:00	0.91044	0.91045	0.91030	0.91041	37	0	16
2025.01.31	10:35:00	0.91040	0.91059	0.91040	0.91059	36	0	15
2025.01.31	10:36:00	0.91058	0.91058	0.91046	0.91046	38	0	14
2025.01.31	10:37:00	0.91043	0.91053	0.91037	0.91053	31	0	14
2025.01.31	10:38:00	0.91053	0.91060	0.91047	0.91060	44	0	14
2025.01.31	10:39:00	0.91059	0.91069	0.91058	0.91060	24	0	14
2025.01.31	10:40:00	0.91060	0.91070	0.91057	0.91059	32	0	14
2025.01.31	10:41:00	0.91059	0.91066	0.91050	0.91060	30	0	14
2025.01.31	10:42:00	0.91062	0.91068	0.91050	0.91068	28	0	14
2025.01.31	10:43:00	0.91068	0.91076	0.91068	0.91074	20	0	14
2025.01.31	10:44:00	0.91075	0.91082	0.91071	0.91080	28	0	14
2025.01.31	10:45:00	0.91080	0.91091	0.91080	0.91087	21	0	14
2025.01.31	10:46:00	0.91087	0.91095	0.91079	0.91082	36	0	14
2025.01.31	10:47:00	0.91082	0.91090	0.91080	0.91080	33	0	14
2025.01.31	10:48:00	0.91080	0.91080	0.91066	0.91068	34	0	14
2025.01.31	10:49:00	0.91068	0.91082	0.91067	0.91079	23	0	15
2025.01.31	10:50:00	0.91082	0.91084	0.91072	0.91083	38	0	14
2025.01.31	10:51:00	0.91083	0.91103	0.91083	0.91102	25	0	14
2025.01.31	10:52:00	0.91102	0.91119	0.91100	0.91100	19	0	15
2025.01.31	10:53:00	0.91103	0.91111	0.91100	0.91109	27	0	14
2025.01.31	10:54:00	0.91109	0.91112	0.91099	0.91104	30	0	14
2025.01.31	10:55:00	0.91104	0.91104	0.91087	0.91091	24	0	14
2025.01.31	10:56:00	0.91091	0.91096	0.91083	0.91086	32	0	14
2025.01.31	10:57:00	0.91086	0.91090	0.91086	0.91086	17	0	14
2025.01.31	10:58:00	0.91091	0.91093	0.91078	0.91086	38	0	14
2025.01.31	10:59:00	0.91087	0.91094	0.91084	0.91085	31	0	14
2025.01.31	11:00:00	0.91083	0.91132	0.91083	0.91109	110	0	17
2025.01.31	11:01:00	0.91111	0.91139	0.91111	0.91135	62	0	17
2025.01.31	11:02:00	0.91137	0.91151	0.91135	0.91135	75	0	16
2025.01.31	11:03:00	0.91134	0.91144	0.91126	0.91132	61	0	16
2025.01.31	11:04:00	0.91132	0.91135	0.91120	0.91134	45	0	15
2025.01.31	11:05:00	0.91134	0.91144	0.91118	0.91119	66	0	15
2025.01.31	11:06:00	0.91119	0.91124	0.91105	0.91111	62	0	15
2025.01.31	11:07:00	0.91111	0.91115	0.91098	0.91105	59	0	15
2025.01.31	11:08:00	0.91105	0.91110	0.91093	0.91093	40	0	16
2025.01.31	11:09:00	0.91093	0.91111	0.91093	0.91099	46	0	15
2025.01.31	11:10:00	0.91098	0.91104	0.91092	0.91097	39	0	15
2025.01.31	11:11:00	0.91101	0.91102	0.91083	0.91092	52	0	16
2025.01.31	11:12:00	0.91092	0.91103	0.91083	0.91093	69	0	15
2025.01.31	11:13:00	0.91094	0.91120	0.91094	0.91120	56	0	16
2025.01.31	11:14:00	0.91119	0.91125	0.91109	0.91115	38	0	15
2025.01.31	11:15:00	0.91115	0.91128	0.91106	0.91128	38	0	15
2025.01.31	11:16:00	0.91129	0.91134	0.91114	0.91123	53	0	15
2025.01.31	11:17:00	0.91123	0.91135	0.91123	0.91130	35	0	15
2025.01.31	11:18:00	0.91130	0.91139	0.91126	0.91133	44	0	15
2025.01.31	11:19:00	0.91132	0.91132	0.91103	0.91104	34	0	14
2025.01.31	11:20:00	0.91104	0.91130	0.91098	0.91128	48	0	14
2025.01.31	11:21:00	0.91128	0.91149	0.91128	0.91146	47	0	14
2025.01.31	11:22:00	0.91145	0.91149	0.91134	0.91136	41	0	15
2025.01.31	11:23:00	0.91134	0.91134	0.91124	0.91132	31	0	14
2025.01.31	11:24:00	0.91131	0.91149	0.91131	0.91142	46	0	15
2025.01.31	11:25:00	0.91142	0.91142	0.91129	0.91129	34	0	15
2025.01.31	11:26:00	0.91130	0.91133	0.91124	0.91124	32	0	14
2025.01.31	11:27:00	0.91124	0.91127	0.91119	0.91124	27	0	14
2025.01.31	11:28:00	0.91124	0.91127	0.91115	0.91124	45	0	14
2025.01.31	11:29:00	0.91124	0.91131	0.91118	0.91127	41	0	15
2025.01.31	11:30:00	0.91127	0.91129	0.91121	0.91122	24	0	15
2025.01.31	11:31:00	0.91122	0.91135	0.91122	0.91133	30	0	14
2025.01.31	11:32:00	0.91133	0.91141	0.91126	0.91128	34	0	14
2025.01.31	11:33:00	0.91128	0.91128	0.91104	0.91105	34	0	15
2025.01.31	11:34:00	0.91105	0.91109	0.91086	0.91088	41	0	15
2025.01.31	11:35:00	0.91088	0.91088	0.91065	0.91068	20	0	15
2025.01.31	11:36:00	0.91068	0.91085	0.91066	0.91080	35	0	15
2025.01.31	11:37:00	0.91080	0.91082	0.91067	0.91079	39	0	15
2025.01.31	11:38:00	0.91079	0.91079	0.91057	0.91059	34	0	15
2025.01.31	11:39:00	0.91059	0.91060	0.91047	0.91052	32	0	15
2025.01.31	11:40:00	0.91052	0.91053	0.91036	0.91052	35	0	15
2025.01.31	11:41:00	0.91052	0.91061	0.91051	0.91059	27	0	15
2025.01.31	11:42:00	0.91059	0.91064	0.91052	0.91060	35	0	15
2025.01.31	11:43:00	0.91060	0.91077	0.91060	0.91077	32	0	15
2025.01.31	11:44:00	0.91076	0.91078	0.91073	0.91074	13	0	14
2025.01.31	11:45:00	0.91074	0.91087	0.91070	0.91086	22	0	14
2025.01.31	11:46:00	0.91086	0.91086	0.91066	0.91077	31	0	14
2025.01.31	11:47:00	0.91078	0.91092	0.91076	0.91090	34	0	15
2025.01.31	11:48:00	0.91090	0.91092	0.91085	0.91085	25	0	14
2025.01.31	11:49:00	0.91084	0.91093	0.91080	0.91081	24	0	14
2025.01.31	11:50:00	0.91081	0.91086	0.91081	0.91085	13	0	14
2025.01.31	11:51:00	0.91085	0.91097	0.91085	0.91095	12	0	14
2025.01.31	11:52:00	0.91096	0.91096	0.91072	0.91075	35	0	14
2025.01.31	11:53:00	0.91074	0.91074	0.91048	0.91059	35	0	15
2025.01.31	11:54:00	0.91059	0.91067	0.91059	0.91061	23	0	15
2025.01.31	11:55:00	0.91062	0.91062	0.91051	0.91059	35	0	15
2025.01.31	11:56:00	0.91059	0.91077	0.91058	0.91073	25	0	15
2025.01.31	11:57:00	0.91073	0.91073	0.91061	0.91070	25	0	16
2025.01.31	11:58:00	0.91070	0.91078	0.91070	0.91072	26	0	15
2025.01.31	11:59:00	0.91072	0.91073	0.91056	0.91065	32	0	15
2025.01.31	12:00:00	0.91064	0.91069	0.91061	0.91069	26	0	14
2025.01.31	12:01:00	0.91069	0.91071	0.91063	0.91064	27	0	14
2025.01.31	12:02:00	0.91066	0.91068	0.91051	0.91063	37	0	14
2025.01.31	12:03:00	0.91063	0.91077	0.91061	0.91064	49	0	17
2025.01.31	12:04:00	0.91063	0.91067	0.91059	0.91062	38	0	16
2025.01.31	12:05:00	0.91060	0.91070	0.91059	0.91067	28	0	15
2025.01.31	12:06:00	0.91067	0.91067	0.91052	0.91052	44	0	15
2025.01.31	12:07:00	0.91052	0.91052	0.91043	0.91046	26	0	14
2025.01.31	12:08:00	0.91046	0.91056	0.91046	0.91052	29	0	14
2025.01.31	12:09:00	0.91051	0.91057	0.91044	0.91050	30	0	14
2025.01.31	12:10:00	0.91050	0.91066	0.91048	0.91066	34	0	14
2025.01.31	12:11:00	0.91066	0.91075	0.91065	0.91075	40	0	14
2025.01.31	12:12:00	0.91075	0.91082	0.91071	0.91074	46	0	15
2025.01.31	12:13:00	0.91074	0.91093	0.91074	0.91091	35	0	15
2025.01.31	12:14:00	0.91091	0.91095	0.91086	0.91087	36	0	14
2025.01.31	12:15:00	0.91087	0.91113	0.91083	0.91106	42	0	15
2025.01.31	12:16:00	0.91107	0.91107	0.91085	0.91091	37	0	16
2025.01.31	12:17:00	0.91091	0.91093	0.91083	0.91088	43	0	14
2025.01.31	12:18:00	0.91089	0.91089	0.91076	0.91076	29	0	14
2025.01.31	12:19:00	0.91076	0.91079	0.91075	0.91077	10	0	14
2025.01.31	12:20:00	0.91077	0.91078	0.91065	0.91072	29	0	14
2025.01.31	12:21:00	0.91073	0.91076	0.91065	0.91067	38	0	14
2025.01.31	12:22:00	0.91067	0.91067	0.91049	0.91055	38	0	14
2025.01.31	12:23:00	0.91055	0.91063	0.91055	0.91059	23	0	14
2025.01.31	12:24:00	0.91059	0.91059	0.91046	0.91050	21	0	14
2025.01.31	12:25:00	0.91047	0.91052	0.91043	0.91049	25	0	14
2025.01.31	12:26:00	0.91049	0.91049	0.91038	0.91042	17	0	14
2025.01.31	12:27:00	0.91042	0.91051	0.91041	0.91050	19	0	14
2025.01.31	12:28:00	0.91050	0.91050	0.91043	0.91045	26	0	14
2025.01.31	12:29:00	0.91045	0.91046	0.91036	0.91044	26	0	14
2025.01.31	12:30:00	0.91045	0.91048	0.91034	0.91037	35	0	16
2025.01.31	12:31:00	0.91038	0.91043	0.91035	0.91035	40	0	16
2025.01.31	12:32:00	0.91034	0.91047	0.91033	0.91046	23	0	15
2025.01.31	12:33:00	0.91046	0.91055	0.91046	0.91051	22	0	14
2025.01.31	12:34:00	0.91051	0.91051	0.91040	0.91046	32	0	14
2025.01.31	12:35:00	0.91046	0.91063	0.91046	0.91059	28	0	14
2025.01.31	12:36:00	0.91059	0.91065	0.91058	0.91065	16	0	14
2025.01.31	12:37:00	0.91065	0.91085	0.91065	0.91080	35	0	14
2025.01.31	12:38:00	0.91080	0.91085	0.91076	0.91078	30	0	15
2025.01.31	12:39:00	0.91078	0.91087	0.91078	0.91079	32	0	15
2025.01.31	12:40:00	0.91079	0.91088	0.91076	0.91082	33	0	14
2025.01.31	12:41:00	0.91081	0.91088	0.91076	0.91086	40	0	16
2025.01.31	12:42:00	0.91086	0.91097	0.91085	0.91091	35	0	15
2025.01.31	12:43:00	0.91092	0.91094	0.91087	0.91088	24	0	14
2025.01.31	12:44:00	0.91088	0.91088	0.91072	0.91073	35	0	14
2025.01.31	12:45:00	0.91073	0.91073	0.91062	0.91067	24	0	14
2025.01.31	12:46:00	0.91066	0.91071	0.91064	0.91069	22	0	14
2025.01.31	12:47:00	0.91069	0.91080	0.91067	0.91076	33	0	14
2025.01.31	12:48:00	0.91078	0.91083	0.91073	0.91077	27	0	15
2025.01.31	12:49:00	0.91077	0.91089	0.91077	0.91084	30	0	14
2025.01.31	12:50:00	0.91085	0.91100	0.91082	0.91096	36	0	14
2025.01.31	12:51:00	0.91096	0.91098	0.91092	0.91095	23	0	14
2025.01.31	12:52:00	0.91095	0.91098	0.91085	0.91085	27	0	14
2025.01.31	12:53:00	0.91085	0.91093	0.91085	0.91093	29	0	16
2025.01.31	12:54:00	0.91095	0.91098	0.91084	0.91084	34	0	14
2025.01.31	12:55:00	0.91084	0.91101	0.91084	0.91099	39	0	14
2025.01.31	12:56:00	0.91099	0.91105	0.91096	0.91100	36	0	14
2025.01.31	12:57:00	0.91100	0.91108	0.91100	0.91104	32	0	14
2025.01.31	12:58:00	0.91104	0.91110	0.91101	0.91105	35	0	14
2025.01.31	12:59:00	0.91104	0.91106	0.91095	0.91096	25	0	14
2025.01.31	13:00:00	0.91096	0.91109	0.91096	0.91107	29	0	14
2025.01.31	13:01:00	0.91107	0.91116	0.91106	0.91116	27	0	14
2025.01.31	13:02:00	0.91116	0.91118	0.91112	0.91115	22	0	14
2025.01.31	13:03:00	0.91115	0.91115	0.91100	0.91100	27	0	14
2025.01.31	13:04:00	0.91100	0.91103	0.91093	0.91096	20	0	15
2025.01.31	13:05:00	0.91096	0.91096	0.91080	0.91080	25	0	14
2025.01.31	13:06:00	0.91080	0.91082	0.91067	0.91068	24	0	14
2025.01.31	13:07:00	0.91068	0.91072	0.91062	0.91065	28	0	15
